datetime,fromNode,pm10Standard,pm25Standard,pm100Standard,pm10Environmental,pm25Environmental,pm100Environmental,rxSnr,hopLimit,rxRssi,hopStart
2024-12-17 13:37:27.172140,0x433b0b38,,,,,,,6.5,5,-14,5
2024-12-17 13:37:38.983854,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 13:38:00.492465,0x336918e8,,,,,,,6.75,5,-19,5
2024-12-17 13:38:27.453413,0x433b0b38,,,,,,,6.25,5,-15,5
2024-12-17 13:38:39.561667,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 13:39:00.673421,0x336918e8,,,,,,,6.75,5,-19,5
2024-12-17 13:39:28.132407,0x433b0b38,,,,,,,6.75,5,-14,5
2024-12-17 13:39:39.704012,0x433aca0c,,,,,,,6.5,3,-6,3
2024-12-17 13:40:00.930608,0x336918e8,,,,,,,6.5,5,-20,5
2024-12-17 13:40:27.920455,0x433b0b38,,,,,,,7.0,5,-13,5
2024-12-17 13:40:39.927745,0x433aca0c,,,,,,,6.25,3,-7,3
2024-12-17 13:41:01.035527,0x336918e8,,,,,,,6.25,5,-20,5
2024-12-17 13:41:28.142467,0x433b0b38,,,,,,,6.25,5,-13,5
2024-12-17 13:41:39.693855,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 13:42:01.293592,0x336918e8,,,,,,,6.25,5,-22,5
2024-12-17 13:42:28.331650,0x433b0b38,,,,,,,7.0,5,-14,5
2024-12-17 13:42:40.142877,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 13:43:01.473579,0x336918e8,,,,,,,6.5,5,-21,5
2024-12-17 13:43:29.761568,0x433b0b38,,,,,,,7.0,5,-15,5
2024-12-17 13:43:40.059985,0x433aca0c,,,,,,,6.25,3,-7,3
2024-12-17 13:44:01.578672,0x336918e8,,,,,,,6.25,5,-21,5
2024-12-17 13:44:28.799507,0x433b0b38,,,,,,,6.0,5,-13,5
2024-12-17 13:44:40.661915,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 13:45:01.652666,0x336918e8,,,,,,,6.0,5,-22,5
2024-12-17 13:45:29.527727,0x433b0b38,,,,,,,7.5,5,-14,5
2024-12-17 13:45:40.502916,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 13:46:01.843827,0x336918e8,,,,,,,6.25,5,-21,5
2024-12-17 13:46:29.298807,0x433b0b38,,,,,,,7.75,5,-14,5
2024-12-17 13:46:40.759164,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 13:47:02.052929,0x336918e8,,,,,,,6.25,5,-22,5
2024-12-17 13:47:29.496674,0x433b0b38,,,,,,,5.75,5,-13,5
2024-12-17 13:47:40.790092,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 13:48:02.301833,0x336918e8,,,,,,,6.25,5,-19,5
2024-12-17 13:48:30.676759,0x433b0b38,,,,,,,5.75,5,-13,5
2024-12-17 13:48:40.969324,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 13:49:02.558957,0x336918e8,,,,,,,6.25,5,-20,5
2024-12-17 13:49:30.015812,0x433b0b38,,,1,,,1,6.5,5,-14,5
2024-12-17 13:49:41.304241,0x433aca0c,,,,,,,6.25,3,-7,3
2024-12-17 13:50:02.660960,0x336918e8,,,,,,,6.0,5,-19,5
2024-12-17 13:50:30.378827,0x433b0b38,,,,,,,6.5,5,-14,5
2024-12-17 13:50:41.369209,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 13:51:02.745932,0x336918e8,,,,,,,6.0,5,-19,5
2024-12-17 13:51:30.727042,0x433b0b38,,,,,,,6.5,5,-15,5
2024-12-17 13:51:41.628196,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 13:52:03.121082,0x336918e8,,,,,,,6.25,5,-18,5
2024-12-17 13:52:30.668851,0x433b0b38,,,,,,,6.75,5,-14,5
2024-12-17 13:52:41.704460,0x433aca0c,,,,,,,6.25,3,-7,3
2024-12-17 13:53:03.128012,0x336918e8,,,,,,,6.0,5,-18,5
2024-12-17 13:53:31.639008,0x433b0b38,,,,,,,7.25,5,-14,5
2024-12-17 13:53:41.955371,0x433aca0c,,,,,,,6.75,3,-6,3
2024-12-17 13:54:03.407207,0x336918e8,,,,,,,6.25,5,-19,5
2024-12-17 13:54:31.189247,0x433b0b38,,,,,,,6.5,5,-15,5
2024-12-17 13:54:42.471828,0x433aca0c,,,,,,,6.5,3,-7,3
2024-12-17 13:55:03.595694,0x336918e8,,,,,,,6.25,5,-18,5
2024-12-17 13:55:31.358783,0x433b0b38,,,,,,,6.5,5,-15,5
2024-12-17 13:55:42.439014,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 13:56:03.846887,0x336918e8,,,,,,,5.75,5,-19,5
2024-12-17 13:56:31.765038,0x433b0b38,,,,,,,7.5,5,-14,5
2024-12-17 13:56:42.578492,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 13:57:03.879402,0x336918e8,,,,,,,7.0,5,-20,5
2024-12-17 13:57:32.402351,0x433b0b38,,,,,,,6.5,5,-14,5
2024-12-17 13:57:42.683866,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 13:58:04.129604,0x336918e8,,,,,,,6.0,5,-18,5
2024-12-17 13:58:33.027764,0x433b0b38,,,,,,,6.0,5,-13,5
2024-12-17 13:58:42.789022,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 13:59:04.222758,0x336918e8,,,,,,,6.0,5,-19,5
2024-12-17 13:59:32.326784,0x433b0b38,,,,,,,6.75,5,-13,5
2024-12-17 13:59:42.970395,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 14:00:04.494309,0x336918e8,,,,,,,6.25,5,-20,5
2024-12-17 14:00:32.526238,0x433b0b38,,,,,,,7.75,5,-13,5
2024-12-17 14:00:43.331594,0x433aca0c,,,,,,,6.25,3,-7,3
2024-12-17 14:01:04.952508,0x336918e8,,,,,,,5.75,5,-18,5
2024-12-17 14:01:32.755487,0x433b0b38,,,,,,,7.25,5,-14,5
2024-12-17 14:01:43.686095,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 14:02:04.873715,0x336918e8,,,,,,,6.0,5,-20,5
2024-12-17 14:02:32.977606,0x433b0b38,,,,,,,6.25,5,-14,5
2024-12-17 14:02:43.668182,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:03:04.980732,0x336918e8,,,,,,,6.25,5,-19,5
2024-12-17 14:03:33.854806,0x433b0b38,,,,,,,6.75,5,-14,5
2024-12-17 14:03:43.976201,0x433aca0c,,,,,,,6.75,3,-6,3
2024-12-17 14:04:05.315909,0x336918e8,,,,,,,6.75,5,-20,5
2024-12-17 14:04:33.445050,0x433b0b38,,,,,,,6.75,5,-14,5
2024-12-17 14:04:43.886357,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 14:05:05.341259,0x336918e8,,,,,,,6.5,5,-20,5
2024-12-17 14:05:33.678296,0x433b0b38,,,,,,,6.75,5,-13,5
2024-12-17 14:05:44.136656,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:06:05.529301,0x336918e8,,,,,,,6.0,5,-20,5
2024-12-17 14:06:33.883346,0x433b0b38,,,,,,,6.5,5,-14,5
2024-12-17 14:06:44.405759,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:07:05.858470,0x336918e8,,,,,,,6.25,5,-20,5
2024-12-17 14:07:34.388529,0x433b0b38,,,,,,,7.5,5,-13,5
2024-12-17 14:07:44.432817,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:08:05.893648,0x336918e8,,,,,,,6.25,5,-18,5
2024-12-17 14:08:34.570718,0x433b0b38,,,,,,,7.0,5,-13,5
2024-12-17 14:08:44.894940,0x433aca0c,,,,,,,5.75,3,-7,3
2024-12-17 14:09:06.059715,0x336918e8,,,,,,,6.5,5,-18,5
2024-12-17 14:09:34.576779,0x433b0b38,,,,,,,7.25,5,-14,5
2024-12-17 14:09:44.964132,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 14:10:06.411746,0x336918e8,,,,,,,6.25,5,-19,5
2024-12-17 14:10:34.856843,0x433b0b38,,,,,,,6.5,5,-14,5
2024-12-17 14:10:45.438338,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:11:06.610998,0x336918e8,,,,,,,6.25,5,-19,5
2024-12-17 14:11:35.461275,0x433b0b38,,,,,,,6.75,5,-14,5
2024-12-17 14:11:45.518431,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 14:12:06.782326,0x336918e8,,,,,,,7.5,5,-20,5
2024-12-17 14:12:35.409101,0x433b0b38,,,,,,,7.25,5,-14,5
2024-12-17 14:12:45.506698,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 14:13:06.964181,0x336918e8,,,,,,,6.25,5,-21,5
2024-12-17 14:13:35.837183,0x433b0b38,,,,,,,6.25,5,-14,5
2024-12-17 14:13:45.716786,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:14:06.988460,0x336918e8,,,,,,,6.0,5,-18,5
2024-12-17 14:14:35.780358,0x433b0b38,,,,,,,7.25,5,-14,5
2024-12-17 14:14:46.011694,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:15:07.331600,0x336918e8,,,,,,,6.0,5,-19,5
2024-12-17 14:15:36.369424,0x433b0b38,,,,,,,6.5,5,-13,5
2024-12-17 14:15:46.147964,0x433aca0c,,,,,,,6.5,3,-6,3
2024-12-17 14:16:07.430641,0x336918e8,,,,,,,6.25,5,-22,5
2024-12-17 14:16:36.220624,0x433b0b38,,,,,,,6.5,5,-15,5
2024-12-17 14:16:46.158976,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 14:17:07.721822,0x336918e8,,,,,,,6.0,5,-19,5
2024-12-17 14:17:36.436720,0x433b0b38,,,,,,,6.0,5,-14,5
2024-12-17 14:17:46.417065,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:18:07.709779,0x336918e8,,,,,,,6.0,5,-21,5
2024-12-17 14:18:36.914866,0x433b0b38,,,,,,,6.25,5,-14,5
2024-12-17 14:18:46.445094,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 14:19:07.893959,0x336918e8,,,,,,,6.0,5,-21,5
2024-12-17 14:19:36.889918,0x433b0b38,,,,,,,6.0,5,-14,5
2024-12-17 14:19:46.876307,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 14:20:08.154141,0x336918e8,,,,,,,6.25,5,-21,5
2024-12-17 14:20:37.600946,0x433b0b38,,,,,,,7.75,5,-14,5
2024-12-17 14:20:46.910338,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:21:08.254189,0x336918e8,,,,,,,6.5,5,-21,5
2024-12-17 14:21:37.393273,0x433b0b38,,,,,,,7.0,5,-14,5
2024-12-17 14:21:47.152443,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 14:22:08.438151,0x336918e8,,,,,,,6.5,5,-20,5
2024-12-17 14:22:37.628110,0x433b0b38,,,,,,,6.5,5,-13,5
2024-12-17 14:22:47.364506,0x433aca0c,,,,,,,6.25,3,-7,3
2024-12-17 14:23:08.627376,0x336918e8,,,,,,,6.5,5,-21,5
2024-12-17 14:23:38.045473,0x433b0b38,,,,,,,7.5,5,-13,5
2024-12-17 14:23:47.345598,0x433aca0c,,,,,,,6.25,3,-7,3
2024-12-17 14:24:08.787438,0x336918e8,,,,,,,6.0,5,-21,5
2024-12-17 14:24:38.081532,0x433b0b38,,,,,,,6.5,5,-14,5
2024-12-17 14:24:47.692654,0x433aca0c,,,,,,,6.75,3,-7,3
2024-12-17 14:25:08.977613,0x336918e8,,,,,,,6.5,5,-20,5
2024-12-17 14:25:38.304514,0x433b0b38,,,,,,,6.75,5,-14,5
2024-12-17 14:25:47.705912,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 14:26:09.316717,0x336918e8,,,,,,,6.25,5,-20,5
2024-12-17 14:26:38.548642,0x433b0b38,,,,,,,7.5,5,-13,5
2024-12-17 14:26:47.898975,0x433aca0c,,,,,,,5.75,3,-7,3
2024-12-17 14:27:09.504735,0x336918e8,,,,,,,6.5,5,-21,5
2024-12-17 14:27:38.749804,0x433b0b38,,,,,,,7.0,5,-14,5
2024-12-17 14:27:48.263051,0x433aca0c,,,,,,,6.25,3,-6,3
2024-12-17 14:28:09.524683,0x336918e8,,,,,,,6.25,5,-21,5
2024-12-17 14:28:39.191928,0x433b0b38,,,,,,,7.25,5,-14,5
2024-12-17 14:28:48.260082,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:29:09.702818,0x336918e8,,,,,,,6.25,5,-21,5
2024-12-17 14:29:39.207863,0x433b0b38,,,,,,,6.75,5,-15,5
2024-12-17 14:29:48.624273,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 14:30:09.962949,0x336918e8,,,,,,,6.25,5,-21,5
2024-12-17 14:30:39.438177,0x433b0b38,,,,,,,6.5,5,-15,5
2024-12-17 14:30:48.615348,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:31:10.065212,0x336918e8,,,,,,,6.0,5,-22,5
2024-12-17 14:31:39.668940,0x433b0b38,,,,,,,6.5,5,-15,5
2024-12-17 14:31:48.800344,0x433aca0c,,,,,,,6.75,3,-6,3
2024-12-17 14:32:10.325303,0x336918e8,,,,,,,7.25,5,-20,5
2024-12-17 14:32:39.907107,0x433b0b38,,,,,,,6.5,5,-14,5
2024-12-17 14:32:49.143607,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:33:10.506168,0x336918e8,,,,,,,6.25,5,-20,5
2024-12-17 14:33:40.355526,0x433b0b38,,,,,,,7.0,5,-15,5
2024-12-17 14:33:49.328609,0x433aca0c,,,,,,,6.25,3,-7,3
2024-12-17 14:34:10.618427,0x336918e8,,,,,,,6.25,5,-21,5
2024-12-17 14:34:40.394367,0x433b0b38,,,,,,,7.5,5,-13,5
2024-12-17 14:34:49.354424,0x433aca0c,,,,,,,6.0,3,-6,3
2024-12-17 14:35:10.953392,0x336918e8,,,,,,,6.25,5,-19,5
2024-12-17 14:35:41.313514,0x433b0b38,,,,,,,7.0,5,-14,5
2024-12-17 14:35:49.734819,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 14:36:11.048417,0x336918e8,,,,,,,6.5,5,-20,5
2024-12-17 14:36:40.837636,0x433b0b38,,,,,,,7.5,5,-13,5
2024-12-17 14:36:49.908763,0x433aca0c,,,,,,,6.0,3,-7,3
2024-12-17 14:37:11.227666,0x336918e8,,,,,,,6.0,5,-20,5
